user_id,role,day,login_hour,files_accessed,session_minutes
D2_U06,manager,10,8,13,73
D2_U06,manager,11,11,9,47
D2_U06,manager,12,10,12,123
D2_U06,manager,13,2,10,162
D2_U06,manager,14,0,10,69
D2_U06,manager,15,23,8,75
D2_U06,manager,16,13,13,56
D2_U06,manager,17,5,9,140
D2_U06,manager,18,19,5,61
D2_U06,manager,19,18,8,5
D2_U06,manager,20,4,6,119
D2_U06,manager,21,6,16,56
D2_U06,manager,22,5,14,144
D2_U06,manager,23,2,1,100
D2_U06,manager,24,23,8,30
D2_U06,manager,25,2,8,70
D2_U06,manager,26,16,11,85
D2_U06,manager,27,22,16,92
D2_U06,manager,28,18,6,33
D2_U06,manager,29,2,10,72
D2_U06,manager,30,21,13,112
D2_U07,employee,1,23,10,48
D2_U07,employee,2,10,7,117
D2_U07,employee,3,14,16,71
D2_U07,employee,4,7,15,109
D2_U07,employee,5,15,19,85
D2_U07,employee,6,18,13,7
D2_U07,employee,7,12,10,30
D2_U07,employee,8,21,12,106
D2_U07,employee,9,6,9,179
D2_U07,employee,10,6,16,127
D2_U07,employee,11,11,9,88
D2_U07,employee,12,23,7,100
D2_U07,employee,13,5,16,76
D2_U07,employee,14,15,10,90
D2_U07,employee,15,3,14,97
D2_U07,employee,16,4,17,86
D2_U07,employee,17,0,10,56
D2_U07,employee,18,9,11,78
D2_U07,employee,19,16,17,114
D2_U07,employee,20,9,9,148
D2_U07,employee,21,1,14,174
D2_U07,employee,22,5,12,135
D2_U07,employee,23,17,8,61
D2_U07,employee,24,11,13,108
D2_U07,employee,25,21,12,50
D2_U07,employee,26,2,11,78
D2_U07,employee,27,23,13,22
D2_U07,employee,28,13,16,112
D2_U07,employee,29,15,6,125
D2_U07,employee,30,12,14,117
D2_U08,manager,1,19,15,88
D2_U08,manager,2,14,9,61
D2_U08,manager,3,10,10,94
D2_U08,manager,4,14,8,97
D2_U08,manager,5,21,7,44
D2_U08,manager,6,20,9,102
D2_U08,manager,7,4,8,20
D2_U08,manager,8,15,9,97
D2_U08,manager,9,20,5,86
D2_U08,manager,10,12,11,99
D2_U08,manager,11,8,11,32
D2_U08,manager,12,23,7,116
D2_U08,manager,13,16,11,13
D2_U08,manager,14,3,9,51
D2_U08,manager,15,18,14,40
D2_U08,manager,16,5,12,94
D2_U08,manager,17,6,7,92
D2_U08,manager,18,3,8,75
D2_U08,manager,19,0,2,94
D2_U08,manager,20,22,8,65
D2_U08,manager,21,3,9,132
D2_U08,manager,22,6,8,83
D2_U08,manager,23,2,7,56
D2_U08,manager,24,3,16,73
D2_U08,manager,25,5,9,90
D2_U08,manager,26,17,9,84
D2_U08,manager,27,11,10,61
D2_U08,manager,28,21,13,24
D2_U08,manager,29,17,9,159
D2_U08,manager,30,2,12,57
D2_U09,employee,1,3,9,89
D2_U09,employee,2,2,4,68
D2_U09,employee,3,1,11,143
D2_U09,employee,4,20,8,80
D2_U09,employee,5,17,8,117
D2_U09,employee,6,7,14,123
D2_U09,employee,7,20,10,151
D2_U09,employee,8,21,12,140
D2_U09,employee,9,7,6,124
D2_U09,employee,10,9,11,92
D2_U09,employee,11,7,10,21
D2_U09,employee,12,17,15,73
D2_U09,employee,13,9,18,110
D2_U09,employee,14,0,8,148
D2_U09,employee,15,15,6,130
D2_U09,employee,16,13,15,52
D2_U09,employee,17,22,15,69
D2_U09,employee,18,6,13,112
D2_U09,employee,19,12,12,52
D2_U09,employee,20,13,15,46
D2_U09,employee,21,0,15,150
D2_U09,employee,22,12,10,130
D2_U09,employee,23,5,8,52
D2_U09,employee,24,18,9,130
D2_U09,employee,25,4,11,43
D2_U09,employee,26,1,9,171
D2_U09,employee,27,19,13,84
D2_U09,employee,28,22,12,147
D2_U09,employee,29,16,10,108
D2_U09,employee,30,9,5,86
D2_U10,employee,1,21,14,24
D2_U10,employee,2,19,9,82
D2_U10,employee,3,18,7,79
D2_U10,employee,4,12,6,150
D2_U10,employee,5,3,14,65
D2_U10,employee,6,5,9,147
D2_U10,employee,7,18,10,57
D2_U10,employee,8,12,7,108
D2_U10,employee,9,2,7,61
D2_U10,employee,10,12,7,56
D2_U10,employee,11,10,8,153
D2_U10,employee,12,9,4,162
D2_U10,employee,13,3,10,131
D2_U10,employee,14,11,5,89
D2_U10,employee,15,13,6,127
D2_U10,employee,16,23,8,121
D2_U10,employee,17,1,6,123
D2_U10,employee,18,17,14,88
D2_U10,employee,19,12,5,67
D2_U10,employee,20,5,10,132
D2_U10,employee,21,9,13,108
D2_U10,employee,22,5,17,78
D2_U10,employee,23,18,8,89
D2_U10,employee,24,17,9,5
D2_U10,employee,25,11,8,44
D2_U10,employee,26,22,11,132
D2_U10,employee,27,0,13,119
D2_U10,employee,28,23,7,102
D2_U10,employee,29,5,13,119
D2_U10,employee,30,8,9,74
D2_U11,employee,1,21,11,86
D2_U11,employee,2,4,19,171
D2_U11,employee,3,2,16,79
D2_U11,employee,4,0,15,198
D2_U11,employee,5,8,9,21
D2_U11,employee,6,14,14,67
D2_U11,employee,7,16,5,75
D2_U11,employee,8,15,12,71
D2_U11,employee,9,11,4,61
D2_U11,employee,10,19,6,40
D2_U11,employee,11,5,12,134
D2_U11,employee,12,3,11,52
D2_U11,employee,13,6,9,52
D2_U11,employee,14,3,13,59
D2_U11,employee,15,17,10,119
D2_U11,employee,16,4,10,140
D2_U11,employee,17,7,6,102
D2_U11,employee,18,18,7,136
D2_U11,employee,19,15,16,70
D2_U11,employee,20,3,12,115
D2_U11,employee,21,16,11,106
D2_U11,employee,22,4,9,57
D2_U11,employee,23,3,12,5
D2_U11,employee,24,0,6,42
D2_U11,employee,25,15,6,93
D2_U11,employee,26,23,7,107
D2_U11,employee,27,5,6,95
D2_U11,employee,28,9,13,98
D2_U11,employee,29,5,12,116
D2_U11,employee,30,2,9,176
D2_U12,manager,1,22,9,193
D2_U12,manager,2,6,8,81
D2_U12,manager,3,15,12,127
D2_U12,manager,4,11,8,84
D2_U12,manager,5,17,11,88
D2_U12,manager,6,11,13,51
D2_U12,manager,7,5,4,90
D2_U12,manager,8,18,8,32
D2_U12,manager,9,0,9,149
D2_U12,manager,10,7,6,88
D2_U12,manager,11,20,13,62
D2_U12,manager,12,23,15,123
D2_U12,manager,13,4,6,97
D2_U12,manager,14,7,10,22
D2_U12,manager,15,2,7,17
D2_U12,manager,16,22,16,47
D2_U12,manager,17,22,11,113
D2_U12,manager,18,12,11,88
D2_U12,manager,19,19,13,86
D2_U12,manager,20,20,14,31
D2_U12,manager,21,17,9,118
D2_U12,manager,22,5,4,104
D2_U12,manager,23,22,8,94
D2_U12,manager,24,20,5,159
D2_U12,manager,25,3,11,115
D2_U12,manager,26,5,10,110
D2_U12,manager,27,12,6,36
D2_U12,manager,28,20,10,105
D2_U12,manager,29,4,8,117
D2_U12,manager,30,14,10,96
D2_U13,manager,1,19,11,76
D2_U13,manager,2,14,7,89
D2_U13,manager,3,23,20,117
D2_U13,manager,4,0,11,157
D2_U13,manager,5,16,9,132
D2_U13,manager,6,1,12,112
D2_U13,manager,7,17,10,84
D2_U13,manager,8,19,13,126
D2_U13,manager,9,5,4,117
D2_U13,manager,10,17,10,134
D2_U13,manager,11,10,14,58
D2_U13,manager,12,7,7,95
D2_U13,manager,13,8,6,117
D2_U13,manager,14,11,14,150
D2_U13,manager,15,4,12,23
D2_U13,manager,16,5,9,96
D2_U13,manager,17,3,6,80
D2_U13,manager,18,4,11,121
D2_U13,manager,19,4,7,86
D2_U13,manager,20,8,7,76
D2_U13,manager,21,21,6,29
D2_U13,manager,22,12,9,108
D2_U13,manager,23,11,6,140
D2_U13,manager,24,19,11,63
D2_U13,manager,25,3,13,75
D2_U13,manager,26,10,14,92
D2_U13,manager,27,13,12,112
D2_U13,manager,28,6,8,22
D2_U13,manager,29,7,9,86
D2_U13,manager,30,9,8,124
D2_U14,contractor,1,15,11,96
D2_U14,contractor,2,22,12,95
D2_U14,contractor,3,0,13,60
D2_U14,contractor,4,15,6,137
D2_U14,contractor,5,3,10,31
D2_U14,contractor,6,9,12,27
D2_U14,contractor,7,3,10,89
D2_U14,contractor,8,17,8,54
D2_U14,contractor,9,11,16,79
D2_U14,contractor,10,21,6,35
D2_U14,contractor,11,0,8,5
D2_U14,contractor,12,23,12,86
D2_U14,contractor,13,2,12,83
D2_U14,contractor,14,5,19,122
D2_U14,contractor,15,9,9,129
D2_U14,contractor,16,11,10,97
D2_U14,contractor,17,19,6,29
D2_U14,contractor,18,5,12,56
D2_U14,contractor,19,16,10,20
D2_U14,contractor,20,2,7,43
D2_U14,contractor,21,5,12,121
D2_U14,contractor,22,22,11,147
D2_U14,contractor,23,8,4,129
D2_U14,contractor,24,9,14,5
D2_U14,contractor,25,10,10,52
D2_U14,contractor,26,4,8,45
D2_U14,contractor,27,8,14,51
D2_U14,contractor,28,5,6,87
D2_U14,contractor,29,4,18,87
D2_U14,contractor,30,0,12,118
D2_U15,employee,1,19,14,49
D2_U15,employee,2,23,9,118
D2_U15,employee,3,22,12,59
D2_U15,employee,4,19,8,118
D2_U15,employee,5,9,12,45
D2_U15,employee,6,2,6,81
D2_U15,employee,7,15,12,92
D2_U15,employee,8,21,10,5
D2_U15,employee,9,9,9,40
D2_U15,employee,10,16,14,119
D2_U15,employee,11,16,6,62
D2_U15,employee,12,9,9,94
D2_U15,employee,13,19,9,125
D2_U15,employee,14,1,8,139
D2_U15,employee,15,20,9,106
D2_U15,employee,16,22,7,59
D2_U15,employee,17,2,11,72
D2_U15,employee,18,17,17,57
D2_U15,employee,19,19,12,35
D2_U15,employee,20,11,10,54
D2_U15,employee,21,14,13,31
D2_U15,employee,22,11,5,146
D2_U15,employee,23,11,11,76
D2_U15,employee,24,10,11,117
D2_U15,employee,25,17,14,88
D2_U15,employee,26,5,8,127
D2_U15,employee,27,23,14,22
D2_U15,employee,28,18,10,21
D2_U15,employee,29,23,15,62
D2_U15,employee,30,6,17,91
D2_U16,employee,1,0,13,79
D2_U16,employee,2,22,8,5
D2_U16,employee,3,16,8,90
D2_U16,employee,4,3,10,113
D2_U16,employee,5,18,10,149
D2_U16,employee,6,16,10,82
D2_U16,employee,7,19,10,110
D2_U16,employee,8,20,9,51
D2_U16,employee,9,4,11,56
D2_U16,employee,10,11,13,25
D2_U16,employee,11,6,12,128
D2_U16,employee,12,8,14,102
D2_U16,employee,13,11,13,93
D2_U16,employee,14,10,7,127
D2_U16,employee,15,22,7,106
D2_U16,employee,16,10,9,132
D2_U16,employee,17,1,7,164
D2_U16,employee,18,15,16,122
D2_U16,employee,19,6,9,65
D2_U16,employee,20,5,3,83
D2_U16,employee,21,17,11,62
D2_U16,employee,22,14,11,118
D2_U16,employee,23,13,13,97
D2_U16,employee,24,19,14,73
D2_U16,employee,25,23,7,85
D2_U16,employee,26,13,13,90
D2_U16,employee,27,3,5,144
D2_U16,employee,28,7,12,117
D2_U16,employee,29,16,9,85
D2_U16,employee,30,12,10,118
D2_U17,manager,1,11,10,45
D2_U17,manager,2,21,13,158
D2_U17,manager,3,21,3,94
D2_U17,manager,4,7,8,91
D2_U17,manager,5,20,5,43
D2_U17,manager,6,19,9,89
D2_U17,manager,7,2,11,78
D2_U17,manager,8,1,12,118
D2_U17,manager,9,6,9,107
D2_U17,manager,10,19,8,102
D2_U17,manager,11,3,8,70
D2_U17,manager,12,21,9,118
D2_U17,manager,13,5,11,23
D2_U17,manager,14,6,10,54
D2_U17,manager,15,20,12,102
D2_U17,manager,16,9,10,5
D2_U17,manager,17,11,2,50
D2_U17,manager,18,18,12,61
D2_U17,manager,19,16,10,48
D2_U17,manager,20,21,10,150
D2_U17,manager,21,1,11,87
D2_U17,manager,22,5,9,129
D2_U17,manager,23,7,13,92
D2_U17,manager,24,18,12,62
D2_U17,manager,25,14,14,75
D2_U17,manager,26,11,13,102
D2_U17,manager,27,1,11,80
D2_U17,manager,28,7,16,116
D2_U17,manager,29,22,9,133
D2_U17,manager,30,21,11,108
D2_U18,employee,1,18,13,147
D2_U18,employee,2,23,10,161
D2_U18,employee,3,16,9,100
D2_U18,employee,4,2,9,184
D2_U18,employee,5,23,11,8
D2_U18,employee,6,8,7,37
D2_U18,employee,7,14,8,168
D2_U18,employee,8,3,16,167
D2_U18,employee,9,8,5,114
D2_U18,employee,10,13,8,95
D2_U18,employee,11,18,9,140
D2_U18,employee,12,20,11,29
D2_U18,employee,13,23,8,93
D2_U18,employee,14,1,9,98
D2_U18,employee,15,23,10,177
D2_U18,employee,16,5,2,67
D2_U18,employee,17,7,13,52
D2_U18,employee,18,3,10,20
D2_U18,employee,19,23,10,55
D2_U18,employee,20,0,7,83
D2_U18,employee,21,1,11,62
D2_U18,employee,22,13,14,66
D2_U18,employee,23,11,10,98
D2_U18,employee,24,5,14,52
D2_U18,employee,25,0,16,61
D2_U18,employee,26,15,15,139
D2_U18,employee,27,5,8,124
D2_U18,employee,28,1,7,97
D2_U18,employee,29,10,10,92
D2_U18,employee,30,19,11,99
D2_U19,manager,1,11,10,67
D2_U19,manager,2,8,10,107
D2_U19,manager,3,15,7,134
D2_U19,manager,4,12,10,92
D2_U19,manager,5,4,7,195
D2_U19,manager,6,6,10,57
D2_U19,manager,7,6,10,33
D2_U19,manager,8,19,3,61
D2_U19,manager,9,15,6,97
D2_U19,manager,10,21,6,95
D2_U19,manager,11,9,13,98
D2_U19,manager,12,1,14,62
D2_U19,manager,13,22,11,100
D2_U19,manager,14,11,11,104
D2_U19,manager,15,23,17,69
D2_U19,manager,16,19,10,99
D2_U19,manager,17,22,8,43
D2_U19,manager,18,16,10,54
D2_U19,manager,19,14,13,70
D2_U19,manager,20,8,9,106
D2_U19,manager,21,6,10,75
D2_U19,manager,22,14,8,93
D2_U19,manager,23,17,10,116
D2_U19,manager,24,17,10,93
D2_U19,manager,25,20,17,160
D2_U19,manager,26,8,13,5
D2_U19,manager,27,11,12,66
D2_U19,manager,28,17,7,124
D2_U19,manager,29,21,15,114
D2_U19,manager,30,9,9,82
D2_U20,contractor,1,14,12,10
D2_U20,contractor,2,14,5,52
D2_U20,contractor,3,23,11,120
D2_U20,contractor,4,13,12,96
D2_U20,contractor,5,22,11,126
D2_U20,contractor,6,17,10,98
D2_U20,contractor,7,3,14,84
D2_U20,contractor,8,6,7,37
D2_U20,contractor,9,11,8,125
D2_U20,contractor,10,19,11,82
D2_U20,contractor,11,8,10,113
D2_U20,contractor,12,15,8,72
D2_U20,contractor,13,19,6,105
D2_U20,contractor,14,1,6,11
D2_U20,contractor,15,19,10,72
D2_U20,contractor,16,21,9,104
D2_U20,contractor,17,16,3,112
D2_U20,contractor,18,18,3,102
D2_U20,contractor,19,19,6,113
D2_U20,contractor,20,23,10,113
D2_U20,contractor,21,4,7,40
D2_U20,contractor,22,15,13,66
D2_U20,contractor,23,20,14,36
D2_U20,contractor,24,12,11,83
D2_U20,contractor,25,7,10,103
D2_U20,contractor,26,8,12,30
D2_U20,contractor,27,0,11,82
D2_U20,contractor,28,17,10,46
D2_U20,contractor,29,6,7,82
D2_U20,contractor,30,14,11,95
D2_U21,contractor,1,12,6,169
D2_U21,contractor,2,7,11,42
D2_U21,contractor,3,14,10,96
D2_U21,contractor,4,16,13,134
D2_U21,contractor,5,5,7,59
D2_U21,contractor,6,8,10,119
D2_U21,contractor,7,14,11,88
D2_U21,contractor,8,11,14,22
D2_U21,contractor,9,22,12,107
D2_U21,contractor,10,0,7,67
D2_U21,contractor,11,12,15,126
D2_U21,contractor,12,4,8,5
D2_U21,contractor,13,11,9,46
D2_U21,contractor,14,0,12,105
D2_U21,contractor,15,22,10,108
D2_U21,contractor,16,3,9,19
D2_U21,contractor,17,9,13,117
D2_U21,contractor,18,10,7,53
D2_U21,contractor,19,1,13,58
D2_U21,contractor,20,14,11,80
D2_U21,contractor,21,22,9,114
D2_U21,contractor,22,13,16,98
D2_U21,contractor,23,21,10,76
D2_U21,contractor,24,11,9,181
D2_U21,contractor,25,20,9,120
D2_U21,contractor,26,10,9,32
D2_U21,contractor,27,4,10,66
D2_U21,contractor,28,8,7,130
D2_U21,contractor,29,3,7,78
D2_U21,contractor,30,4,15,148
D2_U22,contractor,1,1,11,136
D2_U22,contractor,2,2,7,80
D2_U22,contractor,3,3,15,69
D2_U22,contractor,4,14,13,31
D2_U22,contractor,5,15,11,90
D2_U22,contractor,6,4,9,109
D2_U22,contractor,7,1,6,180
D2_U22,contractor,8,9,4,121
D2_U22,contractor,9,21,9,82
D2_U22,contractor,10,11,11,143
D2_U22,contractor,11,18,10,68
D2_U22,contractor,12,17,11,37
D2_U22,contractor,13,21,9,129
D2_U22,contractor,14,18,8,101
D2_U22,contractor,15,12,10,30
D2_U22,contractor,16,7,9,118
D2_U22,contractor,17,9,7,99
D2_U22,contractor,18,22,9,144
D2_U22,contractor,19,6,12,103
D2_U22,contractor,20,4,15,153
D2_U22,contractor,21,4,9,140
D2_U22,contractor,22,11,10,95
D2_U22,contractor,23,21,15,51
D2_U22,contractor,24,22,11,57
D2_U22,contractor,25,8,9,73
D2_U22,contractor,26,15,5,86
D2_U22,contractor,27,7,11,53
D2_U22,contractor,28,19,7,119
D2_U22,contractor,29,12,10,55
D2_U22,contractor,30,11,13,104
D2_U23,employee,1,22,11,113
D2_U23,employee,2,23,6,165
D2_U23,employee,3,22,7,103
D2_U23,employee,4,12,5,126
D2_U23,employee,5,21,8,69
D2_U23,employee,6,8,7,95
D2_U23,employee,7,19,7,58
D2_U23,employee,8,21,17,32
D2_U23,employee,9,14,8,83
D2_U23,employee,10,18,14,99
D2_U23,employee,11,22,9,70
D2_U23,employee,12,5,14,108
D2_U23,employee,13,9,8,116
D2_U23,employee,14,2,13,58
D2_U23,employee,15,22,13,84
D2_U23,employee,16,18,8,64
D2_U23,employee,17,18,12,104
D2_U23,employee,18,1,10,17
D2_U23,employee,19,11,5,58
D2_U23,employee,20,23,11,53
D2_U23,employee,21,20,17,75
D2_U23,employee,22,5,16,91
D2_U23,employee,23,6,12,66
D2_U23,employee,24,18,13,157
D2_U23,employee,25,8,8,53
D2_U23,employee,26,11,10,113
D2_U23,employee,27,7,13,68
D2_U23,employee,28,15,12,173
D2_U23,employee,29,10,12,58
D2_U23,employee,30,6,10,97
D2_U24,manager,1,9,8,121
D2_U24,manager,2,4,7,101
D2_U24,manager,3,23,10,114
D2_U24,manager,4,19,7,137
D2_U24,manager,5,8,9,141
D2_U24,manager,6,18,11,174
D2_U24,manager,7,23,14,79
D2_U24,manager,8,8,11,130
D2_U24,manager,9,2,11,101
D2_U24,manager,10,4,5,44
D2_U24,manager,11,9,9,126
D2_U24,manager,12,19,5,120
D2_U24,manager,13,23,8,85
D2_U24,manager,14,4,11,51
D2_U24,manager,15,18,10,152
D2_U24,manager,16,15,11,119
D2_U24,manager,17,0,11,61
D2_U24,manager,18,5,14,18
D2_U24,manager,19,3,9,48
D2_U24,manager,20,23,8,35
D2_U24,manager,21,17,8,94
D2_U24,manager,22,10,11,106
D2_U24,manager,23,0,10,31
D2_U24,manager,24,6,11,187
D2_U24,manager,25,1,7,83
D2_U24,manager,26,22,7,60
D2_U24,manager,27,13,5,104
D2_U24,manager,28,23,9,122
D2_U24,manager,29,2,9,84
D2_U24,manager,30,13,3,101
D2_U25,manager,1,21,12,173
D2_U25,manager,2,4,16,111
D2_U25,manager,3,22,17,111
D2_U25,manager,4,10,11,104
D2_U25,manager,5,11,14,96
D2_U25,manager,6,13,9,162
D2_U25,manager,7,1,12,90
D2_U25,manager,8,9,14,77
D2_U25,manager,9,1,5,81
D2_U25,manager,10,14,16,75
D2_U25,manager,11,11,13,115
D2_U25,manager,12,1,17,90
D2_U25,manager,13,19,8,67
D2_U25,manager,14,20,14,125
D2_U25,manager,15,17,6,80
D2_U25,manager,16,15,8,120
D2_U25,manager,17,6,9,57
D2_U25,manager,18,19,14,186
D2_U25,manager,19,1,9,114
D2_U25,manager,20,11,8,32
D2_U25,manager,21,8,13,70
D2_U25,manager,22,13,7,91
D2_U25,manager,23,8,12,69
D2_U25,manager,24,8,11,35
D2_U25,manager,25,12,13,127
D2_U25,manager,26,3,16,117
D2_U25,manager,27,2,6,104
D2_U25,manager,28,19,7,155
D2_U25,manager,29,9,6,97
D2_U25,manager,30,7,15,70
D2_U26,employee,1,5,11,116
D2_U26,employee,2,3,9,125
D2_U26,employee,3,14,9,68
D2_U26,employee,4,12,14,83
D2_U26,employee,5,18,8,66
D2_U26,employee,6,13,10,5
D2_U26,employee,7,5,8,45
D2_U26,employee,8,2,7,85
D2_U26,employee,9,18,15,94
D2_U26,employee,10,2,9,124
D2_U26,employee,11,18,8,90
D2_U26,employee,12,10,9,91
D2_U26,employee,13,7,5,36
D2_U26,employee,14,22,12,65
D2_U26,employee,15,13,4,85
D2_U26,employee,16,3,7,63
D2_U26,employee,17,8,11,114
D2_U26,employee,18,18,5,104
D2_U26,employee,19,3,12,198
D2_U26,employee,20,15,4,70
D2_U26,employee,21,20,6,119
D2_U26,employee,22,1,7,96
D2_U26,employee,23,8,8,79
D2_U26,employee,24,11,14,102
D2_U26,employee,25,0,10,119
D2_U26,employee,26,9,8,125
D2_U26,employee,27,14,11,113
D2_U26,employee,28,12,10,64
D2_U26,employee,29,17,7,68
D2_U26,employee,30,8,11,117
D2_U27,employee,1,7,16,78
D2_U27,employee,2,8,6,181
D2_U27,employee,3,14,8,167
D2_U27,employee,4,4,8,45
D2_U27,employee,5,15,10,84
D2_U27,employee,6,9,8,125
D2_U27,employee,7,10,11,163
D2_U27,employee,8,17,6,104
D2_U27,employee,9,16,9,110
D2_U27,employee,10,1,16,73
D2_U27,employee,11,13,12,157
D2_U27,employee,12,18,12,145
D2_U27,employee,13,20,11,121
D2_U27,employee,14,6,16,61
D2_U27,employee,15,12,14,107
D2_U27,employee,16,21,13,98
D2_U27,employee,17,2,5,149
D2_U27,employee,18,17,10,40
D2_U27,employee,19,8,13,79
D2_U27,employee,20,15,10,64
D2_U27,employee,21,23,8,105
D2_U27,employee,22,10,5,96
D2_U27,employee,23,5,9,128
D2_U27,employee,24,18,14,151
D2_U27,employee,25,6,13,88
D2_U27,employee,26,10,12,23
D2_U27,employee,27,9,8,89
D2_U27,employee,28,0,8,19
D2_U27,employee,29,6,4,123
D2_U27,employee,30,21,13,65
