user_id,role,day,login_hour,files_accessed,session_minutes,risk_level
MR_U03,manager,25,1,118,740,high
MR_U03,manager,26,1,198,464,high
MR_U03,manager,27,1,223,770,high
MR_U03,manager,28,0,248,618,high
MR_U03,manager,29,3,141,683,high
MR_U03,manager,30,3,207,436,high
MR_U04,contractor,1,3,215,743,high
MR_U04,contractor,2,2,297,774,high
MR_U04,contractor,3,3,244,773,high
MR_U04,contractor,4,3,296,893,high
MR_U04,contractor,5,0,111,608,high
MR_U04,contractor,6,22,204,525,high
MR_U04,contractor,7,0,139,584,high
MR_U04,contractor,8,1,254,743,high
MR_U04,contractor,9,23,193,594,high
MR_U04,contractor,10,2,188,860,high
MR_U04,contractor,11,3,252,785,high
MR_U04,contractor,12,22,298,413,high
MR_U04,contractor,13,2,147,775,high
MR_U04,contractor,14,1,162,825,high
MR_U04,contractor,15,0,107,538,high
MR_U04,contractor,16,23,136,632,high
MR_U04,contractor,17,23,244,692,high
MR_U04,contractor,18,0,266,717,high
MR_U04,contractor,19,1,200,878,high
MR_U04,contractor,20,2,235,530,high
MR_U04,contractor,21,0,104,681,high
MR_U04,contractor,22,0,230,491,high
MR_U04,contractor,23,0,184,585,high
MR_U04,contractor,24,0,166,732,high
MR_U04,contractor,25,2,193,625,high
MR_U04,contractor,26,23,157,520,high
MR_U04,contractor,27,23,296,576,high
MR_U04,contractor,28,23,228,814,high
MR_U04,contractor,29,3,286,525,high
MR_U04,contractor,30,22,274,645,high
MR_U05,manager,1,1,178,643,high
MR_U05,manager,2,23,181,830,high
MR_U05,manager,3,22,161,755,high
MR_U05,manager,4,3,182,699,high
MR_U05,manager,5,0,113,626,high
MR_U05,manager,6,1,270,795,high
MR_U05,manager,7,22,173,675,high
MR_U05,manager,8,22,298,660,high
MR_U05,manager,9,1,125,551,high
MR_U05,manager,10,2,171,554,high
MR_U05,manager,11,1,196,826,high
MR_U05,manager,12,0,287,505,high
MR_U05,manager,13,2,248,802,high
MR_U05,manager,14,23,121,819,high
MR_U05,manager,15,3,206,691,high
MR_U05,manager,16,1,100,778,high
MR_U05,manager,17,1,161,831,high
MR_U05,manager,18,3,236,781,high
MR_U05,manager,19,2,190,686,high
MR_U05,manager,20,3,260,663,high
MR_U05,manager,21,0,232,529,high
MR_U05,manager,22,2,291,544,high
MR_U05,manager,23,23,250,406,high
MR_U05,manager,24,22,185,886,high
MR_U05,manager,25,1,109,740,high
MR_U05,manager,26,23,123,557,high
MR_U05,manager,27,23,110,533,high
MR_U05,manager,28,1,210,546,high
MR_U05,manager,29,3,236,574,high
MR_U05,manager,30,3,246,593,high
MR_U06,employee,1,3,254,523,high
MR_U06,employee,2,0,217,834,high
MR_U06,employee,3,23,104,789,high
MR_U06,employee,4,3,104,710,high
MR_U06,employee,5,0,284,673,high
MR_U06,employee,6,3,126,872,high
MR_U06,employee,7,0,158,527,high
MR_U06,employee,8,3,153,487,high
MR_U06,employee,9,1,280,866,high
MR_U06,employee,10,23,179,402,high
MR_U06,employee,11,23,192,692,high
MR_U06,employee,12,2,153,732,high
MR_U06,employee,13,1,237,835,high
MR_U06,employee,14,23,292,508,high
MR_U06,employee,15,22,246,409,high
MR_U06,employee,16,2,276,477,high
MR_U06,employee,17,0,127,709,high
MR_U06,employee,18,22,130,888,high
MR_U06,employee,19,23,193,548,high
MR_U06,employee,20,22,180,879,high
MR_U06,employee,21,0,240,526,high
MR_U06,employee,22,3,185,750,high
MR_U06,employee,23,2,158,699,high
MR_U06,employee,24,22,191,588,high
MR_U06,employee,25,23,239,607,high
MR_U06,employee,26,1,242,796,high
MR_U06,employee,27,1,168,675,high
MR_U06,employee,28,3,144,449,high
MR_U06,employee,29,23,101,508,high
MR_U06,employee,30,22,114,884,high
MR_U07,employee,1,1,190,673,high
MR_U07,employee,2,3,127,786,high
MR_U07,employee,3,23,279,837,high
MR_U07,employee,4,3,140,821,high
MR_U07,employee,5,23,224,797,high
MR_U07,employee,6,2,288,599,high
MR_U07,employee,7,23,114,434,high
MR_U07,employee,8,23,294,849,high
MR_U07,employee,9,22,168,858,high
MR_U07,employee,10,22,137,456,high
MR_U07,employee,11,3,271,815,high
MR_U07,employee,12,2,277,705,high
MR_U07,employee,13,22,240,835,high
MR_U07,employee,14,23,120,629,high
MR_U07,employee,15,23,149,726,high
MR_U07,employee,16,23,207,413,high
MR_U07,employee,17,22,124,633,high
MR_U07,employee,18,3,110,569,high
MR_U07,employee,19,22,120,809,high
MR_U07,employee,20,22,169,601,high
MR_U07,employee,21,1,167,715,high
MR_U07,employee,22,1,248,551,high
MR_U07,employee,23,22,129,448,high
MR_U07,employee,24,23,251,548,high
MR_U07,employee,25,2,202,662,high
MR_U07,employee,26,0,245,893,high
MR_U07,employee,27,23,297,705,high
MR_U07,employee,28,1,181,400,high
MR_U07,employee,29,1,154,741,high
MR_U07,employee,30,22,108,745,high
MR_U08,employee,1,23,197,821,high
MR_U08,employee,2,22,174,494,high
MR_U08,employee,3,0,223,794,high
MR_U08,employee,4,23,199,609,high
MR_U08,employee,5,3,207,873,high
MR_U08,employee,6,22,233,677,high
MR_U08,employee,7,2,150,871,high
MR_U08,employee,8,3,213,838,high
MR_U08,employee,9,3,162,781,high
MR_U08,employee,10,1,105,863,high
MR_U08,employee,11,3,244,869,high
MR_U08,employee,12,1,224,842,high
MR_U08,employee,13,0,232,877,high
MR_U08,employee,14,22,168,842,high
MR_U08,employee,15,0,104,843,high
MR_U08,employee,16,23,168,469,high
MR_U08,employee,17,22,103,602,high
MR_U08,employee,18,0,190,766,high
MR_U08,employee,19,2,166,719,high
MR_U08,employee,20,2,155,485,high
MR_U08,employee,21,0,249,749,high
MR_U08,employee,22,22,171,843,high
MR_U08,employee,23,1,237,410,high
MR_U08,employee,24,22,268,688,high
MR_U08,employee,25,23,212,772,high
MR_U08,employee,26,23,122,786,high
MR_U08,employee,27,23,202,871,high
MR_U08,employee,28,0,298,407,high
MR_U08,employee,29,3,126,585,high
MR_U08,employee,30,23,223,780,high
MR_U09,employee,1,2,278,468,high
MR_U09,employee,2,2,264,745,high
MR_U09,employee,3,23,164,564,high
MR_U09,employee,4,2,203,566,high
MR_U09,employee,5,22,174,822,high
MR_U09,employee,6,3,160,408,high
MR_U09,employee,7,0,183,604,high
MR_U09,employee,8,0,112,527,high
MR_U09,employee,9,0,147,698,high
MR_U09,employee,10,3,268,651,high
MR_U09,employee,11,3,151,835,high
MR_U09,employee,12,0,129,807,high
MR_U09,employee,13,1,221,405,high
MR_U09,employee,14,22,140,853,high
MR_U09,employee,15,23,192,899,high
MR_U09,employee,16,23,171,643,high
MR_U09,employee,17,0,159,738,high
MR_U09,employee,18,22,139,783,high
MR_U09,employee,19,23,234,716,high
MR_U09,employee,20,0,284,551,high
MR_U09,employee,21,23,108,417,high
MR_U09,employee,22,0,133,898,high
MR_U09,employee,23,23,109,733,high
MR_U09,employee,24,22,286,695,high
MR_U09,employee,25,2,115,494,high
MR_U09,employee,26,1,214,743,high
MR_U09,employee,27,1,120,649,high
MR_U09,employee,28,3,199,434,high
MR_U09,employee,29,0,269,855,high
MR_U09,employee,30,23,170,759,high
MR_U10,contractor,1,0,179,476,high
MR_U10,contractor,2,0,187,885,high
MR_U10,contractor,3,0,169,742,high
MR_U10,contractor,4,3,288,825,high
MR_U10,contractor,5,0,293,668,high
MR_U10,contractor,6,22,286,406,high
MR_U10,contractor,7,0,214,528,high
MR_U10,contractor,8,3,242,749,high
MR_U10,contractor,9,22,227,522,high
MR_U10,contractor,10,1,160,707,high
MR_U10,contractor,11,23,270,669,high
MR_U10,contractor,12,22,209,694,high
MR_U10,contractor,13,23,183,577,high
MR_U10,contractor,14,22,239,570,high
MR_U10,contractor,15,2,178,470,high
MR_U10,contractor,16,2,107,835,high
MR_U10,contractor,17,23,130,821,high
MR_U10,contractor,18,2,226,659,high
MR_U10,contractor,19,1,133,704,high
MR_U10,contractor,20,1,137,786,high
MR_U10,contractor,21,23,182,548,high
MR_U10,contractor,22,23,113,658,high
MR_U10,contractor,23,23,217,769,high
MR_U10,contractor,24,2,205,554,high
MR_U10,contractor,25,23,188,809,high
MR_U10,contractor,26,22,146,778,high
MR_U10,contractor,27,23,176,445,high
MR_U10,contractor,28,3,234,603,high
MR_U10,contractor,29,22,192,561,high
MR_U10,contractor,30,0,256,756,high
MR_U11,employee,1,0,150,513,high
MR_U11,employee,2,3,229,717,high
MR_U11,employee,3,1,238,840,high
MR_U11,employee,4,3,170,804,high
MR_U11,employee,5,3,116,864,high
MR_U11,employee,6,3,160,734,high
MR_U11,employee,7,23,133,858,high
MR_U11,employee,8,22,197,798,high
MR_U11,employee,9,2,196,533,high
MR_U11,employee,10,2,265,828,high
MR_U11,employee,11,0,237,787,high
MR_U11,employee,12,22,297,422,high
MR_U11,employee,13,3,149,876,high
MR_U11,employee,14,0,271,800,high
MR_U11,employee,15,0,257,663,high
MR_U11,employee,16,2,255,842,high
MR_U11,employee,17,23,114,655,high
MR_U11,employee,18,1,233,714,high
MR_U11,employee,19,1,124,638,high
MR_U11,employee,20,3,152,499,high
MR_U11,employee,21,3,110,784,high
MR_U11,employee,22,3,140,559,high
MR_U11,employee,23,22,102,679,high
MR_U11,employee,24,1,217,660,high
MR_U11,employee,25,1,284,419,high
MR_U11,employee,26,22,185,891,high
MR_U11,employee,27,23,121,696,high
MR_U11,employee,28,23,237,574,high
MR_U11,employee,29,3,268,521,high
MR_U11,employee,30,23,191,544,high
MR_U12,contractor,1,1,234,483,high
MR_U12,contractor,2,3,141,653,high
MR_U12,contractor,3,1,293,542,high
MR_U12,contractor,4,1,133,546,high
MR_U12,contractor,5,22,150,761,high
MR_U12,contractor,6,23,229,849,high
MR_U12,contractor,7,0,244,497,high
MR_U12,contractor,8,0,295,468,high
MR_U12,contractor,9,1,170,609,high
MR_U12,contractor,10,2,164,732,high
MR_U12,contractor,11,2,180,573,high
MR_U12,contractor,12,3,105,532,high
MR_U12,contractor,13,22,191,750,high
MR_U12,contractor,14,2,126,464,high
MR_U12,contractor,15,1,179,548,high
MR_U12,contractor,16,2,153,686,high
MR_U12,contractor,17,3,179,472,high
MR_U12,contractor,18,2,213,533,high
MR_U12,contractor,19,1,273,605,high
MR_U12,contractor,20,2,234,470,high
MR_U12,contractor,21,23,139,871,high
MR_U12,contractor,22,1,267,599,high
MR_U12,contractor,23,2,118,711,high
MR_U12,contractor,24,2,230,599,high
MR_U12,contractor,25,3,167,700,high
MR_U12,contractor,26,22,287,850,high
MR_U12,contractor,27,2,207,496,high
MR_U12,contractor,28,22,115,852,high
MR_U12,contractor,29,22,277,887,high
MR_U12,contractor,30,1,115,565,high
MR_U13,employee,1,0,227,854,high
MR_U13,employee,2,23,161,587,high
MR_U13,employee,3,22,147,426,high
MR_U13,employee,4,3,156,600,high
MR_U13,employee,5,0,238,859,high
MR_U13,employee,6,2,299,811,high
MR_U13,employee,7,1,172,865,high
MR_U13,employee,8,1,144,521,high
MR_U13,employee,9,1,116,533,high
MR_U13,employee,10,0,243,598,high
MR_U13,employee,11,1,171,426,high
MR_U13,employee,12,23,170,724,high
MR_U13,employee,13,0,245,892,high
MR_U13,employee,14,1,291,564,high
MR_U13,employee,15,1,266,489,high
MR_U13,employee,16,1,238,753,high
MR_U13,employee,17,3,123,726,high
MR_U13,employee,18,1,271,741,high
MR_U13,employee,19,22,251,600,high
MR_U13,employee,20,1,174,859,high
MR_U13,employee,21,1,284,753,high
MR_U13,employee,22,1,178,476,high
MR_U13,employee,23,2,295,462,high
MR_U13,employee,24,0,251,839,high
MR_U13,employee,25,0,287,461,high
MR_U13,employee,26,22,175,763,high
MR_U13,employee,27,3,184,661,high
MR_U13,employee,28,23,126,853,high
MR_U13,employee,29,22,175,805,high
MR_U13,employee,30,23,156,562,high
MR_U14,manager,1,0,152,627,high
MR_U14,manager,2,23,218,839,high
MR_U14,manager,3,22,293,446,high
MR_U14,manager,4,1,177,880,high
MR_U14,manager,5,1,204,454,high
MR_U14,manager,6,2,173,484,high
MR_U14,manager,7,2,147,564,high
MR_U14,manager,8,3,230,436,high
MR_U14,manager,9,0,234,516,high
MR_U14,manager,10,1,221,838,high
MR_U14,manager,11,22,276,835,high
MR_U14,manager,12,22,291,797,high
MR_U14,manager,13,3,107,663,high
MR_U14,manager,14,3,279,722,high
MR_U14,manager,15,1,225,558,high
MR_U14,manager,16,1,202,638,high
MR_U14,manager,17,3,248,582,high
MR_U14,manager,18,22,282,753,high
MR_U14,manager,19,22,243,604,high
MR_U14,manager,20,23,208,616,high
MR_U14,manager,21,1,178,773,high
MR_U14,manager,22,1,119,611,high
MR_U14,manager,23,22,227,555,high
MR_U14,manager,24,22,132,554,high
MR_U14,manager,25,1,196,860,high
MR_U14,manager,26,0,280,767,high
MR_U14,manager,27,0,202,892,high
MR_U14,manager,28,1,233,777,high
MR_U14,manager,29,22,113,455,high
MR_U14,manager,30,0,219,839,high
MR_U15,employee,1,0,283,443,high
MR_U15,employee,2,0,205,534,high
MR_U15,employee,3,3,135,690,high
MR_U15,employee,4,22,244,651,high
MR_U15,employee,5,2,279,889,high
MR_U15,employee,6,23,136,699,high
MR_U15,employee,7,1,281,773,high
MR_U15,employee,8,2,132,548,high
MR_U15,employee,9,0,122,804,high
MR_U15,employee,10,2,251,475,high
MR_U15,employee,11,23,140,624,high
MR_U15,employee,12,2,206,452,high
MR_U15,employee,13,3,203,711,high
MR_U15,employee,14,1,230,502,high
MR_U15,employee,15,0,252,774,high
MR_U15,employee,16,23,139,613,high
MR_U15,employee,17,23,183,639,high
MR_U15,employee,18,0,145,550,high
MR_U15,employee,19,2,270,850,high
MR_U15,employee,20,1,290,449,high
MR_U15,employee,21,23,246,420,high
MR_U15,employee,22,1,148,800,high
MR_U15,employee,23,3,228,624,high
MR_U15,employee,24,1,205,723,high
MR_U15,employee,25,0,130,700,high
MR_U15,employee,26,2,228,809,high
MR_U15,employee,27,23,150,712,high
MR_U15,employee,28,2,152,482,high
MR_U15,employee,29,3,261,473,high
MR_U15,employee,30,23,123,639,high
MR_U16,contractor,1,0,100,506,high
MR_U16,contractor,2,3,213,871,high
MR_U16,contractor,3,0,198,633,high
MR_U16,contractor,4,3,223,660,high
MR_U16,contractor,5,0,162,438,high
MR_U16,contractor,6,1,268,870,high
MR_U16,contractor,7,3,112,677,high
MR_U16,contractor,8,0,264,770,high
MR_U16,contractor,9,22,191,578,high
MR_U16,contractor,10,2,208,457,high
MR_U16,contractor,11,1,290,827,high
MR_U16,contractor,12,23,229,888,high
MR_U16,contractor,13,23,180,826,high
MR_U16,contractor,14,2,186,713,high
MR_U16,contractor,15,1,212,641,high
MR_U16,contractor,16,2,245,459,high
MR_U16,contractor,17,3,289,400,high
MR_U16,contractor,18,2,185,710,high
MR_U16,contractor,19,23,240,647,high
MR_U16,contractor,20,2,158,890,high
MR_U16,contractor,21,22,111,728,high
MR_U16,contractor,22,23,272,455,high
MR_U16,contractor,23,1,178,479,high
MR_U16,contractor,24,0,115,856,high
MR_U16,contractor,25,23,100,764,high
MR_U16,contractor,26,3,159,450,high
MR_U16,contractor,27,23,135,585,high
MR_U16,contractor,28,2,150,736,high
MR_U16,contractor,29,22,152,564,high
MR_U16,contractor,30,0,104,528,high
MR_U17,manager,1,2,245,822,high
MR_U17,manager,2,3,175,409,high
MR_U17,manager,3,0,255,840,high
MR_U17,manager,4,23,149,501,high
MR_U17,manager,5,22,127,638,high
MR_U17,manager,6,22,184,776,high
MR_U17,manager,7,22,104,414,high
MR_U17,manager,8,1,106,511,high
MR_U17,manager,9,23,238,439,high
MR_U17,manager,10,23,293,653,high
MR_U17,manager,11,3,290,503,high
MR_U17,manager,12,2,164,792,high
MR_U17,manager,13,1,201,793,high
MR_U17,manager,14,1,248,804,high
MR_U17,manager,15,3,174,450,high
MR_U17,manager,16,0,151,576,high
MR_U17,manager,17,3,180,613,high
MR_U17,manager,18,22,237,742,high
MR_U17,manager,19,22,191,758,high
MR_U17,manager,20,3,211,683,high
MR_U17,manager,21,1,152,564,high
MR_U17,manager,22,23,254,752,high
MR_U17,manager,23,3,114,482,high
MR_U17,manager,24,3,220,735,high
MR_U17,manager,25,23,252,758,high
MR_U17,manager,26,3,246,872,high
MR_U17,manager,27,0,252,621,high
MR_U17,manager,28,3,253,611,high
MR_U17,manager,29,2,112,486,high
MR_U17,manager,30,23,208,879,high
MR_U18,manager,1,3,208,753,high
MR_U18,manager,2,1,150,696,high
MR_U18,manager,3,0,265,794,high
MR_U18,manager,4,0,152,586,high
MR_U18,manager,5,22,292,812,high
MR_U18,manager,6,23,140,580,high
MR_U18,manager,7,22,210,533,high
MR_U18,manager,8,22,116,493,high
MR_U18,manager,9,22,100,811,high
MR_U18,manager,10,2,252,833,high
MR_U18,manager,11,1,267,697,high
MR_U18,manager,12,3,170,856,high
MR_U18,manager,13,23,165,596,high
MR_U18,manager,14,0,297,752,high
MR_U18,manager,15,0,279,492,high
MR_U18,manager,16,1,243,568,high
MR_U18,manager,17,3,289,558,high
MR_U18,manager,18,2,212,837,high
MR_U18,manager,19,2,173,856,high
MR_U18,manager,20,0,155,763,high
MR_U18,manager,21,1,267,618,high
MR_U18,manager,22,0,111,805,high
MR_U18,manager,23,1,145,788,high
MR_U18,manager,24,1,164,765,high
MR_U18,manager,25,22,247,797,high
MR_U18,manager,26,1,174,514,high
MR_U18,manager,27,23,116,440,high
MR_U18,manager,28,0,199,701,high
MR_U18,manager,29,22,113,498,high
MR_U18,manager,30,2,213,541,high
MR_U19,employee,1,22,139,868,high
MR_U19,employee,2,1,187,842,high
MR_U19,employee,3,3,239,702,high
MR_U19,employee,4,1,262,879,high
MR_U19,employee,5,2,129,635,high
MR_U19,employee,6,1,151,819,high
MR_U19,employee,7,1,204,498,high
MR_U19,employee,8,1,148,710,high
MR_U19,employee,9,0,280,874,high
MR_U19,employee,10,1,167,711,high
MR_U19,employee,11,2,188,817,high
MR_U19,employee,12,0,188,859,high
MR_U19,employee,13,0,202,824,high
MR_U19,employee,14,1,112,755,high
MR_U19,employee,15,2,191,658,high
MR_U19,employee,16,2,165,592,high
MR_U19,employee,17,3,257,611,high
MR_U19,employee,18,22,260,887,high
MR_U19,employee,19,2,216,560,high
MR_U19,employee,20,3,162,658,high
MR_U19,employee,21,3,118,850,high
MR_U19,employee,22,1,176,594,high
MR_U19,employee,23,3,176,602,high
MR_U19,employee,24,2,227,851,high
MR_U19,employee,25,22,151,453,high
MR_U19,employee,26,23,188,653,high
MR_U19,employee,27,22,129,428,high
MR_U19,employee,28,2,221,864,high
MR_U19,employee,29,0,103,779,high
MR_U19,employee,30,2,184,860,high
MR_U20,contractor,1,22,137,637,high
MR_U20,contractor,2,3,218,803,high
MR_U20,contractor,3,3,110,703,high
MR_U20,contractor,4,22,220,640,high
MR_U20,contractor,5,0,126,680,high
MR_U20,contractor,6,22,132,794,high
MR_U20,contractor,7,1,107,697,high
MR_U20,contractor,8,0,265,534,high
MR_U20,contractor,9,2,295,423,high
MR_U20,contractor,10,23,293,589,high
MR_U20,contractor,11,3,267,654,high
MR_U20,contractor,12,3,129,611,high
MR_U20,contractor,13,22,191,718,high
MR_U20,contractor,14,2,273,882,high
MR_U20,contractor,15,22,102,798,high
MR_U20,contractor,16,2,223,765,high
MR_U20,contractor,17,1,118,476,high
MR_U20,contractor,18,22,227,643,high
MR_U20,contractor,19,3,131,532,high
MR_U20,contractor,20,22,152,761,high
MR_U20,contractor,21,23,131,505,high
MR_U20,contractor,22,2,266,472,high
MR_U20,contractor,23,0,138,847,high
MR_U20,contractor,24,22,184,536,high
MR_U20,contractor,25,1,261,408,high
MR_U20,contractor,26,23,105,802,high
MR_U20,contractor,27,2,128,767,high
MR_U20,contractor,28,22,281,657,high
MR_U20,contractor,29,23,226,525,high
MR_U20,contractor,30,0,165,512,high
MR_U21,manager,1,22,284,536,high
MR_U21,manager,2,2,119,504,high
MR_U21,manager,3,1,182,586,high
MR_U21,manager,4,22,298,415,high
MR_U21,manager,5,23,157,654,high
MR_U21,manager,6,0,216,462,high
MR_U21,manager,7,1,279,453,high
MR_U21,manager,8,23,200,700,high
MR_U21,manager,9,2,160,735,high
MR_U21,manager,10,1,235,839,high
MR_U21,manager,11,3,199,574,high
MR_U21,manager,12,23,296,743,high
MR_U21,manager,13,22,136,893,high
MR_U21,manager,14,1,197,609,high
MR_U21,manager,15,2,241,890,high
MR_U21,manager,16,0,253,483,high
MR_U21,manager,17,1,259,677,high
MR_U21,manager,18,1,191,670,high
MR_U21,manager,19,23,278,703,high
MR_U21,manager,20,0,188,869,high
MR_U21,manager,21,2,248,483,high
MR_U21,manager,22,1,256,465,high
MR_U21,manager,23,2,188,843,high
MR_U21,manager,24,22,141,644,high
MR_U21,manager,25,3,136,571,high
MR_U21,manager,26,23,259,637,high
MR_U21,manager,27,23,208,898,high
MR_U21,manager,28,23,165,606,high
MR_U21,manager,29,2,269,662,high
MR_U21,manager,30,2,262,849,high
MR_U22,contractor,1,0,186,663,high
MR_U22,contractor,2,2,266,631,high
MR_U22,contractor,3,22,173,678,high
MR_U22,contractor,4,1,113,495,high
MR_U22,contractor,5,2,282,406,high
MR_U22,contractor,6,1,243,740,high
MR_U22,contractor,7,0,269,579,high
MR_U22,contractor,8,3,230,649,high
MR_U22,contractor,9,23,137,665,high
MR_U22,contractor,10,23,124,513,high
MR_U22,contractor,11,23,259,689,high
MR_U22,contractor,12,2,142,879,high
MR_U22,contractor,13,1,221,578,high
MR_U22,contractor,14,3,217,567,high
MR_U22,contractor,15,3,130,702,high
MR_U22,contractor,16,23,273,483,high
MR_U22,contractor,17,23,278,552,high
MR_U22,contractor,18,3,259,840,high
MR_U22,contractor,19,0,151,777,high
MR_U22,contractor,20,1,208,816,high
MR_U22,contractor,21,3,130,559,high
MR_U22,contractor,22,23,265,866,high
MR_U22,contractor,23,1,291,702,high
MR_U22,contractor,24,0,211,534,high
MR_U22,contractor,25,23,170,460,high
MR_U22,contractor,26,23,279,856,high
MR_U22,contractor,27,2,135,841,high
MR_U22,contractor,28,22,257,420,high
MR_U22,contractor,29,23,166,628,high
MR_U22,contractor,30,22,234,530,high
MR_U23,employee,1,7,9,97,normal
MR_U23,employee,2,18,17,130,normal
MR_U23,employee,3,17,10,83,normal
MR_U23,employee,4,12,6,127,normal
MR_U23,employee,5,11,14,91,normal
MR_U23,employee,6,15,8,97,normal
MR_U23,employee,7,13,6,189,normal
MR_U23,employee,8,14,11,184,normal
MR_U23,employee,9,9,14,65,normal
MR_U23,employee,10,15,8,46,normal
MR_U23,employee,11,15,16,142,normal
MR_U23,employee,12,18,17,162,normal
MR_U23,employee,13,11,15,155,normal
MR_U23,employee,14,18,12,121,normal
MR_U23,employee,15,15,16,125,normal
MR_U23,employee,16,7,8,95,normal
MR_U23,employee,17,13,9,124,normal
MR_U23,employee,18,15,18,74,normal
MR_U23,employee,19,9,13,156,normal
MR_U23,employee,20,18,11,135,normal
MR_U23,employee,21,15,13,181,normal
MR_U23,employee,22,8,17,121,normal
MR_U23,employee,23,12,8,71,normal
MR_U23,employee,24,12,14,134,normal
MR_U23,employee,25,18,9,75,normal
MR_U23,employee,26,11,8,120,normal
MR_U23,employee,27,7,12,102,normal
MR_U23,employee,28,18,7,55,normal
MR_U23,employee,29,10,14,149,normal
MR_U23,employee,30,7,14,131,normal
MR_U24,employee,1,18,10,107,normal
MR_U24,employee,2,16,9,81,normal
MR_U24,employee,3,15,12,130,normal
MR_U24,employee,4,11,18,76,normal
MR_U24,employee,5,10,13,128,normal
MR_U24,employee,6,9,11,100,normal
MR_U24,employee,7,18,10,99,normal
MR_U24,employee,8,8,14,130,normal
MR_U24,employee,9,17,14,101,normal
MR_U24,employee,10,15,6,54,normal
MR_U24,employee,11,18,16,17,normal
MR_U24,employee,12,18,11,101,normal
MR_U24,employee,13,16,10,72,normal
MR_U24,employee,14,18,6,68,normal
MR_U24,employee,15,17,13,147,normal
MR_U24,employee,16,7,13,66,normal
MR_U24,employee,17,10,12,96,normal
MR_U24,employee,18,13,7,130,normal
MR_U24,employee,19,10,10,112,normal
MR_U24,employee,20,18,12,93,normal
MR_U24,employee,21,16,15,94,normal
MR_U24,employee,22,9,11,181,normal
MR_U24,employee,23,14,17,87,normal
MR_U24,employee,24,8,17,105,normal
MR_U24,employee,25,17,10,144,normal
MR_U24,employee,26,10,11,112,normal
MR_U24,employee,27,12,9,132,normal
MR_U24,employee,28,18,12,138,normal
MR_U24,employee,29,8,9,132,normal
