user_id,role,day,login_hour,files_accessed,session_minutes
D1_U04,contractor,2,16,12,173
D1_U04,contractor,3,7,6,128
D1_U04,contractor,4,20,13,57
D1_U04,contractor,5,1,17,107
D1_U04,contractor,6,7,14,81
D1_U04,contractor,7,21,9,62
D1_U04,contractor,8,11,9,77
D1_U04,contractor,9,23,11,105
D1_U04,contractor,10,5,13,130
D1_U04,contractor,11,19,14,40
D1_U04,contractor,12,1,12,115
D1_U04,contractor,13,18,8,55
D1_U04,contractor,14,2,11,112
D1_U04,contractor,15,23,8,118
D1_U04,contractor,16,16,9,128
D1_U04,contractor,17,16,10,112
D1_U04,contractor,18,3,11,83
D1_U04,contractor,19,11,4,118
D1_U04,contractor,20,7,11,44
D1_U04,contractor,21,22,10,50
D1_U04,contractor,22,11,15,105
D1_U04,contractor,23,10,10,141
D1_U04,contractor,24,2,10,91
D1_U04,contractor,25,8,16,114
D1_U04,contractor,26,15,13,114
D1_U04,contractor,27,10,10,53
D1_U04,contractor,28,6,10,90
D1_U04,contractor,29,15,11,67
D1_U04,contractor,30,9,14,181
D1_U05,employee,1,2,11,126
D1_U05,employee,2,21,8,87
D1_U05,employee,3,8,11,105
D1_U05,employee,4,8,9,146
D1_U05,employee,5,9,7,21
D1_U05,employee,6,17,8,92
D1_U05,employee,7,15,8,99
D1_U05,employee,8,21,7,122
D1_U05,employee,9,20,12,152
D1_U05,employee,10,9,10,89
D1_U05,employee,11,21,6,97
D1_U05,employee,12,10,11,109
D1_U05,employee,13,22,8,19
D1_U05,employee,14,6,13,135
D1_U05,employee,15,23,13,74
D1_U05,employee,16,4,10,136
D1_U05,employee,17,13,10,80
D1_U05,employee,18,10,7,36
D1_U05,employee,19,11,6,102
D1_U05,employee,20,9,8,113
D1_U05,employee,21,7,10,47
D1_U05,employee,22,4,7,6
D1_U05,employee,23,20,13,158
D1_U05,employee,24,3,7,89
D1_U05,employee,25,1,15,81
D1_U05,employee,26,16,9,17
D1_U05,employee,27,9,9,87
D1_U05,employee,28,14,8,103
D1_U05,employee,29,13,14,119
D1_U05,employee,30,10,11,49
D1_U06,manager,1,2,16,163
D1_U06,manager,2,4,9,149
D1_U06,manager,3,14,4,83
D1_U06,manager,4,18,7,38
D1_U06,manager,5,7,7,138
D1_U06,manager,6,23,13,128
D1_U06,manager,7,15,9,123
D1_U06,manager,8,13,7,121
D1_U06,manager,9,16,11,98
D1_U06,manager,10,14,9,114
D1_U06,manager,11,6,11,176
D1_U06,manager,12,17,11,74
D1_U06,manager,13,16,7,113
D1_U06,manager,14,9,12,109
D1_U06,manager,15,2,10,96
D1_U06,manager,16,18,13,129
D1_U06,manager,17,19,5,65
D1_U06,manager,18,20,8,151
D1_U06,manager,19,20,13,45
D1_U06,manager,20,5,14,136
D1_U06,manager,21,22,6,95
D1_U06,manager,22,6,15,67
D1_U06,manager,23,2,10,127
D1_U06,manager,24,9,5,43
D1_U06,manager,25,22,14,131
D1_U06,manager,26,16,12,101
D1_U06,manager,27,22,12,22
D1_U06,manager,28,19,12,135
D1_U06,manager,29,6,11,62
D1_U06,manager,30,4,12,120
D1_U07,employee,1,14,13,85
D1_U07,employee,2,8,7,146
D1_U07,employee,3,3,8,60
D1_U07,employee,4,14,10,5
D1_U07,employee,5,19,12,37
D1_U07,employee,6,11,6,49
D1_U07,employee,7,2,13,107
D1_U07,employee,8,12,11,50
D1_U07,employee,9,2,9,56
D1_U07,employee,10,9,6,88
D1_U07,employee,11,14,11,89
D1_U07,employee,12,22,15,81
D1_U07,employee,13,13,13,108
D1_U07,employee,14,10,14,98
D1_U07,employee,15,18,14,60
D1_U07,employee,16,13,13,49
D1_U07,employee,17,15,12,79
D1_U07,employee,18,1,15,105
D1_U07,employee,19,20,8,160
D1_U07,employee,20,7,8,134
D1_U07,employee,21,8,9,126
D1_U07,employee,22,22,8,69
D1_U07,employee,23,13,10,150
D1_U07,employee,24,2,5,65
D1_U07,employee,25,17,13,150
D1_U07,employee,26,7,11,104
D1_U07,employee,27,2,4,116
D1_U07,employee,28,11,10,49
D1_U07,employee,29,19,8,19
D1_U07,employee,30,18,14,70
D1_U08,employee,1,18,14,64
D1_U08,employee,2,17,8,161
D1_U08,employee,3,11,11,108
D1_U08,employee,4,7,11,110
D1_U08,employee,5,3,12,96
D1_U08,employee,6,15,9,114
D1_U08,employee,7,12,11,147
D1_U08,employee,8,1,15,96
D1_U08,employee,9,7,7,33
D1_U08,employee,10,4,12,39
D1_U08,employee,11,11,13,172
D1_U08,employee,12,12,13,136
D1_U08,employee,13,10,11,144
D1_U08,employee,14,11,8,5
D1_U08,employee,15,12,7,26
D1_U08,employee,16,3,6,98
D1_U08,employee,17,6,10,107
D1_U08,employee,18,19,13,102
D1_U08,employee,19,16,6,174
D1_U08,employee,20,4,11,81
D1_U08,employee,21,13,11,71
D1_U08,employee,22,3,8,86
D1_U08,employee,23,14,9,11
D1_U08,employee,24,8,10,91
D1_U08,employee,25,17,7,105
D1_U08,employee,26,9,12,91
D1_U08,employee,27,2,8,120
D1_U08,employee,28,19,10,54
D1_U08,employee,29,23,11,80
D1_U08,employee,30,0,12,104
D1_U09,employee,1,21,9,114
D1_U09,employee,2,2,4,92
D1_U09,employee,3,16,12,67
D1_U09,employee,4,23,9,88
D1_U09,employee,5,23,9,89
D1_U09,employee,6,6,7,53
D1_U09,employee,7,6,12,56
D1_U09,employee,8,6,10,101
D1_U09,employee,9,22,12,47
D1_U09,employee,10,15,6,183
D1_U09,employee,11,5,9,16
D1_U09,employee,12,14,5,146
D1_U09,employee,13,5,10,151
D1_U09,employee,14,12,12,89
D1_U09,employee,15,22,13,137
D1_U09,employee,16,16,13,99
D1_U09,employee,17,22,9,36
D1_U09,employee,18,1,8,43
D1_U09,employee,19,13,8,139
D1_U09,employee,20,0,14,33
D1_U09,employee,21,21,11,155
D1_U09,employee,22,10,12,35
D1_U09,employee,23,14,7,117
D1_U09,employee,24,18,10,85
D1_U09,employee,25,15,7,101
D1_U09,employee,26,14,5,111
D1_U09,employee,27,8,11,73
D1_U09,employee,28,3,12,59
D1_U09,employee,29,3,10,89
D1_U09,employee,30,20,14,91
D1_U10,contractor,1,10,17,101
D1_U10,contractor,2,2,13,126
D1_U10,contractor,3,17,10,16
D1_U10,contractor,4,2,8,42
D1_U10,contractor,5,4,6,113
D1_U10,contractor,6,19,7,101
D1_U10,contractor,7,2,11,85
D1_U10,contractor,8,16,8,49
D1_U10,contractor,9,18,8,128
D1_U10,contractor,10,8,9,111
D1_U10,contractor,11,4,5,56
D1_U10,contractor,12,22,16,48
D1_U10,contractor,13,12,9,141
D1_U10,contractor,14,0,11,52
D1_U10,contractor,15,6,7,120
D1_U10,contractor,16,15,8,92
D1_U10,contractor,17,11,10,80
D1_U10,contractor,18,19,10,136
D1_U10,contractor,19,20,10,104
D1_U10,contractor,20,8,11,95
D1_U10,contractor,21,5,13,63
D1_U10,contractor,22,10,10,72
D1_U10,contractor,23,19,8,77
D1_U10,contractor,24,21,11,95
D1_U10,contractor,25,8,13,164
D1_U10,contractor,26,7,12,52
D1_U10,contractor,27,16,14,29
D1_U10,contractor,28,0,12,103
D1_U10,contractor,29,19,13,106
D1_U10,contractor,30,14,13,69
D1_U11,manager,1,9,13,125
D1_U11,manager,2,14,4,28
D1_U11,manager,3,1,9,97
D1_U11,manager,4,2,12,120
D1_U11,manager,5,15,6,64
D1_U11,manager,6,2,9,130
D1_U11,manager,7,20,11,113
D1_U11,manager,8,15,18,103
D1_U11,manager,9,5,12,115
D1_U11,manager,10,19,6,160
D1_U11,manager,11,1,13,39
D1_U11,manager,12,5,16,101
D1_U11,manager,13,6,11,104
D1_U11,manager,14,7,13,22
D1_U11,manager,15,11,8,136
D1_U11,manager,16,6,8,55
D1_U11,manager,17,16,9,200
D1_U11,manager,18,14,10,127
D1_U11,manager,19,16,15,108
D1_U11,manager,20,23,13,96
D1_U11,manager,21,2,5,133
D1_U11,manager,22,3,9,164
D1_U11,manager,23,19,13,160
D1_U11,manager,24,21,10,49
D1_U11,manager,25,0,6,14
D1_U11,manager,26,1,11,94
D1_U11,manager,27,15,11,76
D1_U11,manager,28,19,7,56
D1_U11,manager,29,19,11,52
D1_U11,manager,30,4,7,102
D1_U12,manager,1,15,7,59
D1_U12,manager,2,7,11,101
D1_U12,manager,3,19,12,157
D1_U12,manager,4,19,11,52
D1_U12,manager,5,10,13,69
D1_U12,manager,6,4,5,129
D1_U12,manager,7,5,11,96
D1_U12,manager,8,5,12,109
D1_U12,manager,9,19,15,62
D1_U12,manager,10,12,6,70
D1_U12,manager,11,11,11,135
D1_U12,manager,12,21,13,85
D1_U12,manager,13,10,7,150
D1_U12,manager,14,15,7,78
D1_U12,manager,15,14,9,150
D1_U12,manager,16,14,14,39
D1_U12,manager,17,16,8,82
D1_U12,manager,18,10,9,66
D1_U12,manager,19,14,8,123
D1_U12,manager,20,3,13,5
D1_U12,manager,21,22,10,101
D1_U12,manager,22,16,12,161
D1_U12,manager,23,1,8,66
D1_U12,manager,24,17,9,113
D1_U12,manager,25,20,13,5
D1_U12,manager,26,20,13,130
D1_U12,manager,27,20,9,5
D1_U12,manager,28,1,10,77
D1_U12,manager,29,3,7,41
D1_U12,manager,30,22,11,50
D1_U13,contractor,1,4,11,159
D1_U13,contractor,2,3,14,83
D1_U13,contractor,3,11,7,90
D1_U13,contractor,4,3,5,147
D1_U13,contractor,5,9,8,34
D1_U13,contractor,6,7,6,73
D1_U13,contractor,7,2,6,124
D1_U13,contractor,8,16,10,35
D1_U13,contractor,9,2,10,139
D1_U13,contractor,10,7,7,163
D1_U13,contractor,11,12,10,90
D1_U13,contractor,12,2,18,66
D1_U13,contractor,13,10,12,175
D1_U13,contractor,14,15,9,117
D1_U13,contractor,15,19,6,101
D1_U13,contractor,16,3,5,129
D1_U13,contractor,17,13,10,177
D1_U13,contractor,18,22,9,57
D1_U13,contractor,19,5,9,29
D1_U13,contractor,20,11,9,120
D1_U13,contractor,21,21,18,107
D1_U13,contractor,22,16,8,29
D1_U13,contractor,23,7,6,75
D1_U13,contractor,24,9,20,47
D1_U13,contractor,25,0,6,121
D1_U13,contractor,26,15,11,52
D1_U13,contractor,27,12,13,79
D1_U13,contractor,28,11,10,97
D1_U13,contractor,29,19,6,89
D1_U13,contractor,30,0,9,64
D1_U14,manager,1,21,4,148
D1_U14,manager,2,20,14,120
D1_U14,manager,3,23,5,54
D1_U14,manager,4,21,6,78
D1_U14,manager,5,15,11,159
D1_U14,manager,6,2,8,115
D1_U14,manager,7,9,14,93
D1_U14,manager,8,0,8,63
D1_U14,manager,9,21,10,90
D1_U14,manager,10,6,9,26
D1_U14,manager,11,20,10,107
D1_U14,manager,12,15,9,89
D1_U14,manager,13,15,9,112
D1_U14,manager,14,21,11,136
D1_U14,manager,15,22,10,142
D1_U14,manager,16,16,10,124
D1_U14,manager,17,8,6,16
D1_U14,manager,18,23,7,52
D1_U14,manager,19,11,8,83
D1_U14,manager,20,12,12,57
D1_U14,manager,21,14,5,96
D1_U14,manager,22,13,15,110
D1_U14,manager,23,15,3,75
D1_U14,manager,24,13,18,180
D1_U14,manager,25,18,10,62
D1_U14,manager,26,15,8,120
D1_U14,manager,27,18,6,127
D1_U14,manager,28,15,9,106
D1_U14,manager,29,20,10,70
D1_U14,manager,30,6,15,96
D1_U15,contractor,1,13,16,116
D1_U15,contractor,2,20,10,95
D1_U15,contractor,3,0,8,92
D1_U15,contractor,4,9,9,121
D1_U15,contractor,5,9,13,96
D1_U15,contractor,6,16,15,117
D1_U15,contractor,7,16,14,5
D1_U15,contractor,8,8,10,99
D1_U15,contractor,9,21,10,76
D1_U15,contractor,10,14,8,88
D1_U15,contractor,11,2,7,59
D1_U15,contractor,12,8,12,87
D1_U15,contractor,13,13,10,63
D1_U15,contractor,14,14,19,55
D1_U15,contractor,15,12,15,86
D1_U15,contractor,16,21,9,65
D1_U15,contractor,17,0,7,53
D1_U15,contractor,18,6,10,104
D1_U15,contractor,19,21,7,108
D1_U15,contractor,20,22,11,89
D1_U15,contractor,21,4,7,6
D1_U15,contractor,22,0,10,81
D1_U15,contractor,23,5,7,130
D1_U15,contractor,24,20,10,67
D1_U15,contractor,25,19,9,102
D1_U15,contractor,26,20,14,36
D1_U15,contractor,27,2,13,35
D1_U15,contractor,28,21,15,165
D1_U15,contractor,29,12,12,39
D1_U15,contractor,30,21,6,88
D1_U16,employee,1,14,13,97
D1_U16,employee,2,4,12,69
D1_U16,employee,3,22,10,137
D1_U16,employee,4,17,7,155
D1_U16,employee,5,3,9,48
D1_U16,employee,6,5,8,103
D1_U16,employee,7,18,13,105
D1_U16,employee,8,15,11,145
D1_U16,employee,9,7,13,29
D1_U16,employee,10,9,9,192
D1_U16,employee,11,3,8,70
D1_U16,employee,12,11,15,106
D1_U16,employee,13,15,8,53
D1_U16,employee,14,14,10,49
D1_U16,employee,15,23,11,133
D1_U16,employee,16,14,15,119
D1_U16,employee,17,21,15,79
D1_U16,employee,18,7,6,210
D1_U16,employee,19,6,13,177
D1_U16,employee,20,8,13,87
D1_U16,employee,21,4,3,102
D1_U16,employee,22,10,12,98
D1_U16,employee,23,13,8,82
D1_U16,employee,24,4,13,94
D1_U16,employee,25,1,6,89
D1_U16,employee,26,0,15,150
D1_U16,employee,27,10,9,87
D1_U16,employee,28,2,9,101
D1_U16,employee,29,4,8,88
D1_U16,employee,30,13,5,70
D1_U17,employee,1,17,9,146
D1_U17,employee,2,13,10,50
D1_U17,employee,3,4,13,97
D1_U17,employee,4,10,6,53
D1_U17,employee,5,21,10,52
D1_U17,employee,6,8,15,55
D1_U17,employee,7,15,9,75
D1_U17,employee,8,22,17,11
D1_U17,employee,9,8,6,75
D1_U17,employee,10,14,11,106
D1_U17,employee,11,3,10,86
D1_U17,employee,12,11,9,45
D1_U17,employee,13,23,10,90
D1_U17,employee,14,10,12,141
D1_U17,employee,15,11,11,67
D1_U17,employee,16,21,11,49
D1_U17,employee,17,16,8,73
D1_U17,employee,18,19,13,78
D1_U17,employee,19,15,9,110
D1_U17,employee,20,19,11,145
D1_U17,employee,21,22,14,60
D1_U17,employee,22,5,16,105
D1_U17,employee,23,15,9,107
D1_U17,employee,24,19,10,73
D1_U17,employee,25,8,12,51
D1_U17,employee,26,7,12,113
D1_U17,employee,27,21,6,100
D1_U17,employee,28,12,11,69
D1_U17,employee,29,6,8,66
D1_U17,employee,30,1,11,111
D1_U18,contractor,1,12,12,70
D1_U18,contractor,2,23,7,89
D1_U18,contractor,3,16,12,131
D1_U18,contractor,4,7,7,85
D1_U18,contractor,5,1,10,19
D1_U18,contractor,6,20,8,157
D1_U18,contractor,7,15,6,58
D1_U18,contractor,8,19,9,155
D1_U18,contractor,9,10,15,173
D1_U18,contractor,10,14,8,122
D1_U18,contractor,11,5,15,69
D1_U18,contractor,12,15,9,96
D1_U18,contractor,13,9,8,119
D1_U18,contractor,14,18,16,34
D1_U18,contractor,15,11,3,114
D1_U18,contractor,16,23,13,103
D1_U18,contractor,17,4,15,102
D1_U18,contractor,18,19,10,79
D1_U18,contractor,19,6,10,130
D1_U18,contractor,20,15,5,66
D1_U18,contractor,21,22,14,22
D1_U18,contractor,22,5,6,67
D1_U18,contractor,23,3,4,102
D1_U18,contractor,24,7,11,52
D1_U18,contractor,25,8,12,86
D1_U18,contractor,26,5,7,62
D1_U18,contractor,27,11,7,107
D1_U18,contractor,28,7,8,113
D1_U18,contractor,29,16,15,97
D1_U18,contractor,30,16,9,86
D1_U19,manager,1,18,14,122
D1_U19,manager,2,9,5,45
D1_U19,manager,3,13,8,102
D1_U19,manager,4,17,14,66
D1_U19,manager,5,14,14,91
D1_U19,manager,6,15,8,83
D1_U19,manager,7,6,11,56
D1_U19,manager,8,8,9,75
D1_U19,manager,9,0,11,130
D1_U19,manager,10,13,19,67
D1_U19,manager,11,2,6,76
D1_U19,manager,12,20,13,12
D1_U19,manager,13,9,11,105
D1_U19,manager,14,7,9,113
D1_U19,manager,15,3,11,154
D1_U19,manager,16,16,14,79
D1_U19,manager,17,22,6,156
D1_U19,manager,18,19,9,5
D1_U19,manager,19,0,8,83
D1_U19,manager,20,9,16,130
D1_U19,manager,21,9,12,107
D1_U19,manager,22,22,12,121
D1_U19,manager,23,16,6,5
D1_U19,manager,24,0,8,87
D1_U19,manager,25,20,14,5
D1_U19,manager,26,3,10,44
D1_U19,manager,27,11,10,81
D1_U19,manager,28,22,13,67
D1_U19,manager,29,2,10,51
D1_U19,manager,30,12,9,69
D1_U20,contractor,1,3,13,97
D1_U20,contractor,2,23,14,138
D1_U20,contractor,3,10,14,122
D1_U20,contractor,4,5,9,107
D1_U20,contractor,5,11,10,84
D1_U20,contractor,6,10,12,82
D1_U20,contractor,7,22,13,60
D1_U20,contractor,8,15,11,74
D1_U20,contractor,9,4,7,87
D1_U20,contractor,10,18,12,83
D1_U20,contractor,11,9,12,66
D1_U20,contractor,12,7,15,113
D1_U20,contractor,13,21,10,140
D1_U20,contractor,14,22,10,36
D1_U20,contractor,15,5,9,68
D1_U20,contractor,16,22,6,93
D1_U20,contractor,17,9,14,54
D1_U20,contractor,18,23,11,69
D1_U20,contractor,19,3,10,80
D1_U20,contractor,20,22,12,118
D1_U20,contractor,21,15,6,95
D1_U20,contractor,22,21,15,93
D1_U20,contractor,23,16,9,76
D1_U20,contractor,24,4,9,112
D1_U20,contractor,25,9,11,124
D1_U20,contractor,26,10,9,34
D1_U20,contractor,27,8,6,86
D1_U20,contractor,28,9,14,66
D1_U20,contractor,29,5,14,144
D1_U20,contractor,30,9,12,116
D1_U21,contractor,1,9,10,121
D1_U21,contractor,2,6,19,172
D1_U21,contractor,3,19,11,19
D1_U21,contractor,4,7,8,64
D1_U21,contractor,5,4,5,106
D1_U21,contractor,6,13,4,66
D1_U21,contractor,7,5,17,91
D1_U21,contractor,8,15,9,116
D1_U21,contractor,9,3,8,68
D1_U21,contractor,10,17,16,170
D1_U21,contractor,11,21,10,102
D1_U21,contractor,12,7,10,92
D1_U21,contractor,13,2,7,97
D1_U21,contractor,14,14,8,27
D1_U21,contractor,15,5,10,162
D1_U21,contractor,16,11,8,102
D1_U21,contractor,17,14,11,57
D1_U21,contractor,18,12,14,57
D1_U21,contractor,19,22,10,142
D1_U21,contractor,20,0,10,81
D1_U21,contractor,21,9,14,27
D1_U21,contractor,22,16,8,5
D1_U21,contractor,23,14,10,97
D1_U21,contractor,24,1,16,107
D1_U21,contractor,25,20,5,45
D1_U21,contractor,26,1,11,73
D1_U21,contractor,27,7,10,79
D1_U21,contractor,28,2,11,73
D1_U21,contractor,29,10,6,128
D1_U21,contractor,30,6,11,88
D1_U22,contractor,1,9,10,91
D1_U22,contractor,2,4,4,94
D1_U22,contractor,3,6,12,151
D1_U22,contractor,4,4,6,97
D1_U22,contractor,5,2,7,46
D1_U22,contractor,6,16,8,76
D1_U22,contractor,7,20,10,86
D1_U22,contractor,8,11,8,128
D1_U22,contractor,9,21,14,127
D1_U22,contractor,10,9,5,134
D1_U22,contractor,11,13,8,105
D1_U22,contractor,12,7,9,94
D1_U22,contractor,13,10,6,5
D1_U22,contractor,14,11,8,133
D1_U22,contractor,15,9,12,75
D1_U22,contractor,16,7,12,102
D1_U22,contractor,17,9,16,77
D1_U22,contractor,18,23,13,5
D1_U22,contractor,19,19,8,93
D1_U22,contractor,20,16,12,31
D1_U22,contractor,21,16,8,164
D1_U22,contractor,22,0,6,99
D1_U22,contractor,23,19,9,5
D1_U22,contractor,24,9,9,121
D1_U22,contractor,25,13,11,172
D1_U22,contractor,26,11,15,128
D1_U22,contractor,27,21,11,75
D1_U22,contractor,28,14,16,48
D1_U22,contractor,29,21,9,123
D1_U22,contractor,30,12,9,88
D1_U23,manager,1,3,11,104
D1_U23,manager,2,1,12,91
D1_U23,manager,3,17,15,49
D1_U23,manager,4,13,8,71
D1_U23,manager,5,2,10,79
D1_U23,manager,6,9,12,66
D1_U23,manager,7,14,8,34
D1_U23,manager,8,8,9,118
D1_U23,manager,9,1,4,136
D1_U23,manager,10,21,4,88
D1_U23,manager,11,15,9,106
D1_U23,manager,12,7,14,64
D1_U23,manager,13,12,8,47
D1_U23,manager,14,2,7,95
D1_U23,manager,15,15,11,48
D1_U23,manager,16,9,5,65
D1_U23,manager,17,10,17,90
D1_U23,manager,18,4,13,147
D1_U23,manager,19,19,11,137
D1_U23,manager,20,13,9,94
D1_U23,manager,21,14,11,79
D1_U23,manager,22,10,4,93
D1_U23,manager,23,22,11,22
D1_U23,manager,24,9,6,135
D1_U23,manager,25,3,14,91
D1_U23,manager,26,9,13,72
D1_U23,manager,27,20,8,107
D1_U23,manager,28,9,7,92
D1_U23,manager,29,6,9,115
D1_U23,manager,30,11,15,50
D1_U24,contractor,1,13,14,72
D1_U24,contractor,2,2,9,60
D1_U24,contractor,3,6,11,80
D1_U24,contractor,4,19,10,55
D1_U24,contractor,5,14,7,67
D1_U24,contractor,6,13,4,99
D1_U24,contractor,7,11,14,87
D1_U24,contractor,8,3,12,62
D1_U24,contractor,9,18,5,74
D1_U24,contractor,10,19,13,32
D1_U24,contractor,11,8,14,119
D1_U24,contractor,12,13,8,132
D1_U24,contractor,13,3,10,220
D1_U24,contractor,14,9,8,140
D1_U24,contractor,15,12,8,67
D1_U24,contractor,16,11,11,75
D1_U24,contractor,17,13,11,98
D1_U24,contractor,18,19,9,48
D1_U24,contractor,19,22,7,60
D1_U24,contractor,20,1,16,82
D1_U24,contractor,21,10,12,33
D1_U24,contractor,22,1,8,73
D1_U24,contractor,23,6,8,78
D1_U24,contractor,24,3,3,89
D1_U24,contractor,25,16,7,146
D1_U24,contractor,26,2,16,88
D1_U24,contractor,27,6,7,5
D1_U24,contractor,28,18,11,83
D1_U24,contractor,29,3,14,96
D1_U24,contractor,30,14,10,129
D1_U25,contractor,1,17,10,91
D1_U25,contractor,2,5,5,42
D1_U25,contractor,3,8,14,188
D1_U25,contractor,4,20,12,102
D1_U25,contractor,5,7,8,85
D1_U25,contractor,6,10,11,63
D1_U25,contractor,7,13,13,84
D1_U25,contractor,8,17,14,82
D1_U25,contractor,9,6,9,105
D1_U25,contractor,10,18,9,99
D1_U25,contractor,11,21,6,68
D1_U25,contractor,12,4,9,65
D1_U25,contractor,13,0,9,155
D1_U25,contractor,14,10,8,100
D1_U25,contractor,15,6,10,85
D1_U25,contractor,16,2,12,127
D1_U25,contractor,17,8,15,56
D1_U25,contractor,18,22,11,51
D1_U25,contractor,19,21,12,118
D1_U25,contractor,20,5,10,156
D1_U25,contractor,21,13,7,99
D1_U25,contractor,22,4,10,73
D1_U25,contractor,23,18,8,71
D1_U25,contractor,24,18,12,73
D1_U25,contractor,25,18,13,104
D1_U25,contractor,26,10,11,86
D1_U25,contractor,27,8,9,72
D1_U25,contractor,28,3,11,105
D1_U25,contractor,29,1,19,96
D1_U25,contractor,30,12,15,72
D1_U26,manager,1,10,10,123
D1_U26,manager,2,22,12,76
D1_U26,manager,3,12,9,123
D1_U26,manager,4,13,7,103
D1_U26,manager,5,17,8,79
D1_U26,manager,6,23,11,172
D1_U26,manager,7,0,9,115
D1_U26,manager,8,1,6,71
D1_U26,manager,9,14,10,89
D1_U26,manager,10,20,5,87
D1_U26,manager,11,23,11,110
D1_U26,manager,12,6,10,95
D1_U26,manager,13,14,13,58
D1_U26,manager,14,23,9,127
D1_U26,manager,15,8,6,112
D1_U26,manager,16,15,12,114
D1_U26,manager,17,22,11,114
D1_U26,manager,18,18,9,84
D1_U26,manager,19,22,16,146
D1_U26,manager,20,21,10,74
D1_U26,manager,21,8,12,67
D1_U26,manager,22,16,7,119
D1_U26,manager,23,0,14,104
D1_U26,manager,24,6,12,150
D1_U26,manager,25,17,1,90
D1_U26,manager,26,19,7,182
D1_U26,manager,27,9,9,109
D1_U26,manager,28,14,2,128
D1_U26,manager,29,14,9,129
D1_U26,manager,30,20,4,5
D1_U27,manager,1,13,18,133
D1_U27,manager,2,20,10,163
D1_U27,manager,3,10,15,85
D1_U27,manager,4,13,11,68
D1_U27,manager,5,15,13,80
D1_U27,manager,6,16,8,132
D1_U27,manager,7,14,9,88
D1_U27,manager,8,7,11,95
D1_U27,manager,9,2,8,41
D1_U27,manager,10,23,16,94
D1_U27,manager,11,17,9,113
D1_U27,manager,12,9,11,31
D1_U27,manager,13,3,8,92
D1_U27,manager,14,23,13,151
D1_U27,manager,15,7,13,170
D1_U27,manager,16,19,7,79
D1_U27,manager,17,18,10,140
D1_U27,manager,18,3,10,44
D1_U27,manager,19,6,10,66
D1_U27,manager,20,16,14,5
D1_U27,manager,21,12,10,109
D1_U27,manager,22,17,8,123
